date,open,high,low,close,adj_close,volume
2015-10-13,95.77,96.96,95.36,96.02,96.15,1055700
2015-10-14,93.36,94.29,91.86,93.23,93.08,3623979
2015-10-15,93.5,93.59,92.09,92.94,92.89,3730049
2015-10-16,93.51,93.69,92.72,93.52,93.53,2913743
2015-10-19,93.86,94.51,93.53,93.92,93.84,1164230
2015-10-20,94.31,95.28,92.33,93.82,93.78,3818130
2015-10-21,98.18,98.2,96.63,97.71,97.69,1967658
2015-10-22,97.59,98.36,96.19,97.77,97.75,2630688
2015-10-23,99.55,101.32,99.47,100.18,100.37,3335496
2015-10-26,101.07,101.75,98.81,100.47,100.51,2301732
2015-10-27,101.27,101.89,101.07,101.1,101.15,1798713
2015-10-28,100.28,100.38,100.09,100.21,100.26,1408336
2015-10-29,101.71,102.06,100.27,101.39,101.46,1534234
2015-10-30,101.82,102.51,100.87,101.65,101.65,2696992
2015-11-02,101.35,101.96,100.4,100.91,100.87,4531888
2015-11-03,100.21,100.27,99.42,99.8,99.81,2649291
2015-11-04,100.8,101.98,100.17,101.28,101.39,4099832
2015-11-05,102.46,102.8,101.75,102.62,102.74,2074687
2015-11-06,99.92,99.98,98.63,99.33,99.31,2756332
2015-11-09,101.0,101.6,100.91,101.3,101.38,2021815
2015-11-10,100.63,101.26,99.55,100.24,100.22,1295434
2015-11-11,99.24,100.09,98.06,99.41,99.41,1751500
2015-11-12,100.34,100.88,99.92,100.43,100.38,3786974
2015-11-13,100.38,101.13,99.89,100.66,100.64,3574540
2015-11-16,100.4,100.62,99.86,99.95,100.09,4936997
2015-11-17,99.55,100.9,99.08,99.98,99.99,4157529
2015-11-18,100.52,102.29,100.44,101.08,101.1,3488638
2015-11-19,98.6,98.92,98.32,98.78,98.64,1154782
2015-11-20,99.05,100.45,98.86,99.64,99.61,4645717
2015-11-23,98.19,98.63,97.2,98.02,97.99,3718597
2015-11-24,99.03,99.14,98.93,98.91,98.83,3343059
2015-11-25,99.85,101.56,99.7,100.53,100.53,3662356
2015-11-26,101.18,102.29,99.68,101.04,100.99,1930569
2015-11-27,98.5,99.47,97.5,98.32,98.32,2635410
2015-11-30,98.94,100.34,98.06,98.93,98.94,2880482
2015-12-01,98.15,98.78,98.06,98.04,97.94,4926553
2015-12-02,99.12,99.4,97.96,98.72,98.68,3977350
2015-12-03,98.36,99.4,97.44,98.62,98.63,4182116
2015-12-04,98.24,98.45,98.21,98.33,98.45,4221895
2015-12-07,99.44,99.47,99.08,99.22,99.25,4503236
2015-12-08,99.33,99.99,98.39,99.4,99.33,2123243
2015-12-09,98.8,99.89,98.12,98.77,98.81,2914851
2015-12-10,98.96,99.71,98.34,99.02,99.19,1265853
2015-12-11,97.62,99.59,96.83,97.98,98.07,3670194
2015-12-14,96.86,96.89,94.79,96.34,96.39,1243291
2015-12-15,98.87,99.17,98.72,98.61,98.68,3969841
2015-12-16,99.98,100.23,99.9,99.87,100.01,3325954
2015-12-17,98.23,98.56,97.09,97.63,97.74,1791526
2015-12-18,98.79,98.91,98.43,98.66,98.71,4810503
2015-12-21,101.42,102.93,100.08,101.72,101.83,4587790
2015-12-22,101.65,102.04,100.96,101.45,101.34,3866292
2015-12-23,101.03,101.4,99.89,100.67,100.52,3569434
2015-12-24,100.41,100.91,99.88,100.57,100.59,3628912
2015-12-25,101.32,101.49,100.54,101.33,101.33,2767666
2015-12-28,100.34,101.98,98.88,100.38,100.33,3133283
2015-12-29,100.76,100.95,100.53,100.88,100.96,3706383
2015-12-30,102.25,102.27,100.26,101.38,101.19,4491609
2015-12-31,101.67,102.15,101.4,102.01,101.96,2469740
2016-01-01,100.67,101.77,100.23,101.32,101.28,4323708
2016-01-04,97.98,99.94,97.46,98.57,98.4,1705195
2016-01-05,95.68,96.13,94.63,95.07,95.21,1251267
2016-01-06,96.18,96.27,95.34,95.82,95.69,3906699
2016-01-07,95.21,95.25,95.11,95.31,95.26,2041616
2016-01-08,96.41,98.79,95.92,96.95,97.04,2338681
2016-01-11,94.96,95.71,94.92,95.45,95.51,3613864
2016-01-12,94.66,94.79,92.02,93.94,93.84,4192811
2016-01-13,95.27,95.69,94.11,94.88,94.95,1445278
2016-01-14,96.47,97.18,95.31,96.32,96.35,3668622
2016-01-15,94.01,94.39,93.57,93.81,94.03,1127987
2016-01-18,95.23,95.64,95.06,95.27,95.31,1788449
2016-01-19,96.0,97.02,93.6,95.43,95.41,4018879
2016-01-20,95.55,95.93,94.87,95.68,95.6,4207580
2016-01-21,94.41,96.49,93.93,95.36,95.29,1231560
2016-01-22,95.73,96.16,93.85,94.96,94.88,3934093
2016-01-25,95.12,96.39,93.96,94.77,94.9,1154147
2016-01-26,96.14,96.27,94.16,95.48,95.48,1006531
2016-01-27,94.87,95.52,94.83,94.77,94.83,4019322
2016-01-28,95.37,97.56,94.55,95.84,95.98,4366117
2016-01-29,95.91,97.51,94.8,96.22,96.0,2354743
2016-02-01,96.36,97.06,95.94,96.75,96.88,4312036
2016-02-02,96.57,97.1,95.61,96.47,96.47,3399355
2016-02-03,98.43,98.59,96.5,97.8,97.84,2088599
2016-02-04,96.62,98.0,94.87,96.1,96.02,2544016
2016-02-05,98.18,98.66,96.91,97.92,97.85,4936396
2016-02-08,95.76,96.6,94.87,95.76,95.81,3295699
2016-02-09,97.95,99.0,97.79,98.37,98.61,1167696
2016-02-10,96.32,98.85,95.3,96.68,96.78,3785330
2016-02-11,96.4,96.63,96.06,96.27,96.4,1515034
2016-02-12,95.74,95.88,95.51,95.41,95.39,3047542
2016-02-15,94.96,95.1,94.95,94.54,94.49,2010592
2016-02-16,95.74,96.47,94.6,95.38,95.3,3782612
2016-02-17,96.54,97.18,95.36,96.05,96.0,3295120
2016-02-18,94.93,95.19,94.51,94.94,94.75,1367253
2016-02-19,96.96,98.16,96.95,97.25,97.18,1962200
2016-02-22,96.68,98.2,96.35,96.97,96.92,4932098
2016-02-23,97.14,97.65,96.26,96.82,96.8,1650970
2016-02-24,98.11,98.74,97.23,97.38,97.39,1549229
2016-02-25,98.14,99.37,97.19,98.53,98.57,3873230
2016-02-26,96.68,98.18,96.5,96.92,96.92,2674213
2016-02-29,97.87,98.62,97.59,97.95,97.89,1452563
2016-03-01,97.94,98.6,97.67,97.78,97.59,3173781
2016-03-02,98.66,99.42,98.08,98.91,98.86,4309825
2016-03-03,98.74,99.36,98.46,98.88,98.79,4943811
2016-03-04,100.6,101.46,98.77,100.11,100.16,1491564
2016-03-07,99.0,99.61,97.47,98.61,98.7,1214326
2016-03-08,99.97,101.09,99.85,100.64,100.73,1836255
2016-03-09,99.48,99.49,98.57,99.17,99.24,3766101
2016-03-10,99.86,100.04,99.26,99.68,99.67,2874776
2016-03-11,99.95,100.06,98.34,99.26,99.21,2244634
2016-03-14,101.51,102.8,101.16,101.45,101.37,3969142
2016-03-15,101.85,102.6,101.22,101.86,101.71,2161360
2016-03-16,103.22,104.54,102.49,103.48,103.59,1366533
2016-03-17,103.32,103.53,101.88,103.13,103.11,2442026
2016-03-18,104.09,104.25,103.62,103.53,103.41,1858802
2016-03-21,103.59,106.09,102.51,103.84,103.75,3505423
2016-03-22,104.08,105.14,104.06,104.31,104.22,2117319
2016-03-23,104.63,104.99,104.0,104.54,104.55,4659196
2016-03-24,104.43,105.67,102.77,104.26,104.37,2968480
2016-03-25,104.97,105.92,104.71,105.18,105.14,2779081
2016-03-28,103.49,105.18,102.93,103.95,103.71,2659873
2016-03-29,105.37,107.04,104.9,105.59,105.57,3732306
2016-03-30,105.28,106.51,104.74,105.69,105.68,3186623
2016-03-31,104.03,104.23,103.52,104.01,103.99,1709517
2016-04-01,105.48,105.85,103.96,105.04,104.97,2793346
2016-04-04,105.24,106.91,104.31,105.81,105.83,2895606
2016-04-05,106.05,108.08,105.66,106.91,106.92,1811447
2016-04-06,105.97,106.44,105.79,106.25,106.25,1250942
2016-04-07,106.58,107.08,105.55,105.8,105.84,1735080
2016-04-08,106.38,107.71,105.94,106.99,106.95,2816278
2016-04-11,105.72,106.7,104.96,105.95,105.9,3585447
2016-04-12,105.6,106.01,105.46,106.09,106.24,3556554
2016-04-13,106.16,106.33,105.28,106.17,106.23,3161582
2016-04-14,106.27,106.91,105.48,106.54,106.62,4899013
2016-04-15,104.71,104.77,104.69,104.9,105.03,2884193
2016-04-18,105.0,106.46,103.24,105.17,105.22,2534656
2016-04-19,103.88,103.96,100.89,103.31,103.4,3159458
2016-04-20,104.72,105.77,102.97,104.53,104.36,2854424
2016-04-21,103.17,103.2,102.45,102.63,102.65,3175807
2016-04-22,104.84,105.61,104.08,104.78,104.76,2121756
2016-04-25,104.87,105.91,104.75,105.26,105.43,3147414
2016-04-26,104.2,104.23,103.66,104.05,104.14,2384909
2016-04-27,104.26,104.88,103.0,103.8,103.73,3439248
2016-04-28,103.26,104.0,102.99,103.09,103.13,1483649
2016-04-29,103.16,103.19,102.37,102.76,102.78,3675102
2016-05-02,101.34,102.03,100.87,101.58,101.62,3295634
2016-05-03,100.04,101.13,98.92,100.34,100.24,2625055
2016-05-04,100.51,101.2,98.91,100.39,100.43,3828477
2016-05-05,99.7,99.98,98.17,99.5,99.47,1143285
2016-05-06,101.32,102.32,100.56,101.38,101.41,3801499
2016-05-09,102.28,102.29,102.03,101.85,101.78,2918184
2016-05-10,102.16,102.7,98.92,101.17,101.11,3812295
2016-05-11,101.88,102.23,101.58,101.85,101.96,3158505
2016-05-12,102.02,102.39,102.02,102.04,101.94,1363688
2016-05-13,101.26,102.24,101.12,101.55,101.45,1146874
2016-05-16,101.28,103.23,101.22,102.0,101.99,1212730
2016-05-17,101.14,101.81,99.81,101.09,101.01,3609319
2016-05-18,99.68,99.88,99.13,99.51,99.42,2240294
2016-05-19,101.25,102.6,100.62,101.11,101.12,1480405
2016-05-20,101.69,101.71,101.01,101.37,101.22,1830103
2016-05-23,102.5,104.4,101.56,102.83,102.73,3842149
2016-05-24,102.26,103.28,101.65,102.64,102.85,3557313
2016-05-25,104.62,106.27,104.21,104.92,104.97,2354108
2016-05-26,103.68,104.08,103.61,103.89,103.82,4835688
2016-05-27,103.51,104.67,103.42,103.92,103.97,1870376
2016-05-30,104.1,104.82,103.99,104.31,104.37,1584978
2016-05-31,103.14,103.78,102.14,103.21,103.31,4544680
2016-06-01,103.06,105.8,102.42,103.63,103.62,1988033
2016-06-02,102.91,104.1,100.84,102.5,102.6,1520027
2016-06-03,103.45,104.99,101.24,103.22,103.01,3272095
2016-06-06,105.4,105.95,105.32,105.43,105.32,3930749
2016-06-07,106.09,106.34,102.25,105.0,105.01,2760722
2016-06-08,108.02,108.77,106.78,107.72,107.75,4963407
2016-06-09,106.28,106.66,105.74,106.27,106.18,1643933
2016-06-10,107.5,108.63,106.7,107.59,107.62,2601685
2016-06-13,108.1,109.85,107.71,108.59,108.53,2445005
2016-06-14,110.4,110.81,109.95,110.3,110.27,2157235
2016-06-15,108.98,109.26,108.37,108.8,108.91,3782007
2016-06-16,109.91,110.03,108.35,109.45,109.55,4479616
2016-06-17,108.87,109.32,107.79,108.7,108.59,1402860
2016-06-20,106.28,106.47,105.94,106.23,106.12,2972533
2016-06-21,105.49,105.6,104.87,105.66,105.62,2690305
2016-06-22,104.59,104.81,103.95,104.25,104.25,4877717
2016-06-23,104.37,105.34,103.59,104.42,104.35,1898477
2016-06-24,105.23,105.65,104.25,104.73,104.84,3370559
2016-06-27,107.2,107.42,106.69,107.17,107.21,3153632
2016-06-28,107.4,108.67,107.16,107.52,107.56,4010510
2016-06-29,107.61,107.99,106.12,107.18,107.05,3818353
2016-06-30,106.46,107.36,104.42,106.01,106.13,4638632
2016-07-01,106.08,106.12,105.86,106.08,105.78,1949525
2016-07-04,105.28,105.94,103.95,104.95,105.04,2721894
2016-07-05,107.34,109.1,105.69,107.26,107.36,1721768
2016-07-06,109.67,110.71,108.7,109.98,109.93,2876136
2016-07-07,108.53,108.63,107.99,108.44,108.58,1611786
2016-07-08,105.87,106.39,105.43,105.78,105.78,1304707
2016-07-11,108.14,110.69,107.22,108.63,108.64,1541702
2016-07-12,107.01,107.18,106.53,107.23,107.27,3481748
2016-07-13,109.56,109.89,109.13,109.48,109.83,1337606
2016-07-14,107.19,107.58,105.0,106.45,106.6,1769155
2016-07-15,106.78,106.93,106.53,106.61,106.69,3284107
2016-07-18,107.49,107.81,106.76,107.25,107.15,1891641
2016-07-19,106.23,108.01,106.23,106.71,106.72,3658650
2016-07-20,105.73,106.67,103.88,105.17,105.09,3767802
2016-07-21,106.76,107.24,104.71,106.01,106.1,2965776
2016-07-22,106.5,108.22,105.92,106.72,106.73,4935827
2016-07-25,105.08,105.18,104.02,104.88,104.76,4273438
2016-07-26,104.54,104.87,103.76,104.32,104.32,1017660
2016-07-27,106.25,107.2,105.34,106.22,106.13,3966046
2016-07-28,107.46,108.27,106.48,107.66,107.67,3023778
2016-07-29,106.66,107.03,105.05,106.51,106.41,1398024
2016-08-01,104.3,105.04,103.33,104.17,104.17,3191300
2016-08-02,105.6,106.47,105.39,105.69,105.77,4317299
2016-08-03,106.72,106.87,106.7,106.59,106.58,1421231
2016-08-04,104.45,104.75,104.28,104.63,104.59,1033351
2016-08-05,106.75,107.53,105.41,106.52,106.54,3540030
2016-08-08,107.15,107.86,106.45,107.08,107.15,3087444
2016-08-09,108.46,110.55,107.11,108.54,108.42,4529231
2016-08-10,108.05,109.06,108.03,108.22,108.25,1074674
2016-08-11,110.38,110.72,109.98,110.43,110.57,4907087
2016-08-12,110.88,111.11,107.5,109.56,109.63,3133393
2016-08-15,111.54,112.33,110.86,111.78,111.78,3491566
2016-08-16,113.07,113.63,112.66,113.01,113.08,3452279
2016-08-17,113.0,115.83,111.94,113.56,113.61,3461595
2016-08-18,114.89,116.24,113.01,114.44,114.53,4108941
2016-08-19,114.11,114.88,113.09,114.02,113.79,1364983
2016-08-22,114.41,116.15,114.29,114.88,114.7,4708655
2016-08-23,115.72,116.33,114.29,115.44,115.55,2899044
2016-08-24,113.4,114.96,112.27,113.84,113.67,2395943
2016-08-25,112.59,114.04,112.36,113.03,113.08,1067983
2016-08-26,110.96,111.9,110.64,111.01,110.97,1126164
2016-08-29,110.46,110.64,110.19,110.29,110.18,3958528
2016-08-30,110.81,110.89,110.29,110.78,110.82,1384571
2016-08-31,112.72,112.85,111.0,112.45,112.47,4644092
2016-09-01,113.04,114.16,112.85,113.41,113.65,4425546
2016-09-02,113.28,114.16,113.2,113.68,113.61,1274557
2016-09-05,113.51,114.31,111.29,113.16,113.32,4725002
2016-09-06,111.06,112.07,110.86,111.61,111.65,3800449
2016-09-07,111.38,111.43,110.54,110.73,110.65,3825597
2016-09-08,112.15,113.53,111.08,112.39,112.48,3906655
2016-09-09,110.83,111.51,110.08,111.0,111.07,4219957
2016-09-12,109.1,109.15,108.31,108.58,108.59,3096530
2016-09-13,109.22,110.14,107.74,108.86,108.89,4058487
2016-09-14,107.67,107.67,106.61,107.15,107.08,2957124
2016-09-15,109.6,111.07,109.06,109.77,109.68,1696731
2016-09-16,108.67,109.15,108.28,108.6,108.69,1652633
2016-09-19,107.88,109.31,106.75,108.03,108.01,1853974
2016-09-20,107.74,108.44,107.37,108.02,108.01,2840221
2016-09-21,105.98,106.7,103.52,105.62,105.65,3685255
